"","Special status","Taxon name","Introduced","Taxon family","Taxon parent","Volume"
"3190",NA,"Primula incana",NA,"Primulaceae","Primula","Volume 8"
"3191",NA,"Primula laurentiana",NA,"Primulaceae","Primula","Volume 8"
"3192",NA,"Primula mistassinica",NA,"Primulaceae","Primula","Volume 8"
"3193",NA,"Primula stricta",NA,"Primulaceae","Primula","Volume 8"
"3194",NA,"Prosartes lanuginosa",NA,"Liliaceae","Prosartes","Volume 26"
"3195",NA,"Prosartes trachycarpa",NA,"Liliaceae","Prosartes","Volume 26"
"3196",NA,"Prunus serotina var. serotina",NA,"Rosaceae","Prunus serotina","Volume 9"
"3197",NA,"Prunus virginiana var. virginiana",NA,"Rosaceae","Prunus virginiana","Volume 9"
"3198",NA,"Pseudocalliergon trifarium",NA,"Amblystegiaceae","Pseudocalliergon","Volume 28"
"3199",NA,"Pseudocalliergon turgescens",NA,"Amblystegiaceae","Pseudocalliergon","Volume 28"
"3200",NA,"Pseudognaphalium macounii",NA,"Asteraceae","Pseudognaphalium","Volume 19"
"3201",NA,"Pseudognaphalium obtusifolium",NA,"Asteraceae","Pseudognaphalium","Volume 19"
"3202",NA,"Pseudoleskeella rupestris",NA,"Leskeaceae","Pseudoleskeella","Volume 28"
"3203",NA,"Pteridium aquilinum var. latiusculum",NA,"Dennstaedtiaceae","Pteridium aquilinum","Volume 2"
"3204",NA,"Pterospora andromedea",NA,"Ericaceae","Pterospora","Volume 8"
"3205",NA,"Pterygoneurum ovatum",NA,"Pottiaceae","Pterygoneurum","Volume 27"
"3206",NA,"Ptychostomum bimum",NA,"Bryaceae","Ptychostomum subg. Cladodium","Volume 28"
"3207",NA,"Ptychostomum cernuum",NA,"Bryaceae","Ptychostomum subg. Ptychostomum","Volume 28"
"3208",NA,"Ptychostomum intermedium",NA,"Bryaceae","Ptychostomum subg. Cladodium","Volume 28"
"3209",NA,"Ptychostomum neodamense",NA,"Bryaceae","Ptychostomum subg. Cladodium","Volume 28"
"3210",NA,"Ptychostomum pendulum",NA,"Bryaceae","Ptychostomum subg. Cladodium","Volume 28"
"3211",NA,"Puccinellia",NA,"Poaceae","Poaceae tribe Poeae","Volume 24"
"3212",NA,"Puccinellia distans",NA,"Poaceae","Puccinellia","Volume 24"
"3213",NA,"Puccinellia fasciculata",NA,"Poaceae","Puccinellia","Volume 24"
"3214",NA,"Puccinellia nutkaensis",NA,"Poaceae","Puccinellia","Volume 24"
"3215",NA,"Puccinellia nuttalliana",NA,"Poaceae","Puccinellia","Volume 24"
"3216",NA,"Puccinellia phryganodes",NA,"Poaceae","Puccinellia","Volume 24"
"3217",NA,"Puccinellia pumila",NA,"Poaceae","Puccinellia","Volume 24"
"3218",NA,"Puccinellia tenella",NA,"Poaceae","Puccinellia","Volume 24"
"3219",NA,"Puccinellia vaginata",NA,"Poaceae","Puccinellia","Volume 24"
"3220",NA,"Pylaisia polyantha",NA,"Hypnaceae","Pylaisia","Volume 28"
"3221",NA,"Pyrola americana",NA,"Ericaceae","Pyrola","Volume 8"
"3222",NA,"Pyrola asarifolia subsp. asarifolia",NA,"Ericaceae","Pyrola asarifolia","Volume 8"
"3223",NA,"Pyrola chlorantha",NA,"Ericaceae","Pyrola","Volume 8"
"3224",NA,"Pyrola elliptica",NA,"Ericaceae","Pyrola","Volume 8"
"3225",NA,"Pyrola grandiflora",NA,"Ericaceae","Pyrola","Volume 8"
"3226",NA,"Pyrola minor",NA,"Ericaceae","Pyrola","Volume 8"
"3227",NA,"Racomitrium lanuginosum",NA,"Grimmiaceae","Racomitrium","Volume 27"
"3228",NA,"Ranunculus flammula var. reptans",NA,"Ranunculaceae","Ranunculus flammula","Volume 3"
"3229",NA,"Ranunculus gmelinii",NA,"Ranunculaceae","Ranunculus sect. Hecatonia","Volume 3"
"3230",NA,"Ratibida columnifera",NA,"Asteraceae","Ratibida","Volume 21"
"3231",NA,"Ratibida pinnata",NA,"Asteraceae","Ratibida","Volume 21"
"3232",NA,"Rhabdoweisia crispata",NA,"Dicranaceae","Rhabdoweisia","Volume 27"
"3233",NA,"Rhizomnium gracile",NA,"Mniaceae","Rhizomnium","Volume 28"
"3234",NA,"Rhizomnium punctatum",NA,"Mniaceae","Rhizomnium","Volume 28"
"3235",NA,"Rhododendron canadense",NA,"Ericaceae","Rhododendron","Volume 8"
"3236",NA,"Rhododendron groenlandicum",NA,"Ericaceae","Rhododendron","Volume 8"
"3237",NA,"Rhododendron lapponicum",NA,"Ericaceae","Rhododendron","Volume 8"
"3238",NA,"Rhododendron tomentosum",NA,"Ericaceae","Rhododendron","Volume 8"
"3239",NA,"Rhynchospora alba",NA,"Cyperaceae","Rhynchospora","Volume 23"
"3240",NA,"Rhynchospora capillacea",NA,"Cyperaceae","Rhynchospora","Volume 23"
"3241",NA,"Rhynchospora capitellata",NA,"Cyperaceae","Rhynchospora","Volume 23"
"3242",NA,"Rhynchospora fusca",NA,"Cyperaceae","Rhynchospora","Volume 23"
"3243",NA,"Rhynchostegium aquaticum",NA,"Brachytheciaceae","Rhynchostegium","Volume 28"
"3244",NA,"Rhytidiadelphus subpinnatus",NA,"Hylocomiaceae","Rhytidiadelphus","Volume 28"
"3245",NA,"Ribes americanum",NA,"Grossulariaceae","Ribes","Volume 8"
"3246",NA,"Ribes aureum var. aureum",NA,"Grossulariaceae","Ribes aureum","Volume 8"
"3247",NA,"Ribes aureum var. villosum",NA,"Grossulariaceae","Ribes aureum","Volume 8"
"3248",NA,"Ribes cynosbati",NA,"Grossulariaceae","Ribes","Volume 8"
"3249",NA,"Ribes glandulosum",NA,"Grossulariaceae","Ribes","Volume 8"
"3250",NA,"Ribes hirtellum",NA,"Grossulariaceae","Ribes","Volume 8"
"3251",NA,"Ribes hudsonianum",NA,"Grossulariaceae","Ribes","Volume 8"
"3252",NA,"Ribes lacustre",NA,"Grossulariaceae","Ribes","Volume 8"
"3253",NA,"Ribes missouriense",NA,"Grossulariaceae","Ribes","Volume 8"
"3254",NA,"Ribes oxyacanthoides var. oxyacanthoides",NA,"Grossulariaceae","Ribes oxyacanthoides","Volume 8"
"3255",NA,"Ribes oxyacanthoides var. setosum",NA,"Grossulariaceae","Ribes oxyacanthoides","Volume 8"
"3256",NA,"Ribes triste",NA,"Grossulariaceae","Ribes","Volume 8"
"3257",NA,"Rorippa aquatica",NA,"Brassicaceae","Rorippa","Volume 7"
"3258",NA,"Rorippa palustris subsp. hispida",NA,"Brassicaceae","Rorippa palustris","Volume 7"
"3259",NA,"Rorippa palustris subsp. palustris",NA,"Brassicaceae","Rorippa palustris","Volume 7"
"3260",NA,"Rorippa sinuata",NA,"Brassicaceae","Rorippa","Volume 7"
"3261",NA,"Rosulabryum capillare",NA,"Bryaceae","Rosulabryum","Volume 28"
"3262",NA,"Rosulabryum laevifilum",NA,"Bryaceae","Rosulabryum","Volume 28"
"3263",NA,"Rubus chamaemorus",NA,"Rosaceae","Rubus","Volume 9"
"3264",NA,"Rubus flagellaris",NA,"Rosaceae","Rubus","Volume 9"
"3265",NA,"Rubus idaeus subsp. strigosus",NA,"Rosaceae","Rubus idaeus","Volume 9"
"3266",NA,"Rubus parviflorus",NA,"Rosaceae","Rubus","Volume 9"
"3267",NA,"Rudbeckia fulgida var. speciosa",NA,"Asteraceae","Rudbeckia fulgida","Volume 21"
"3268",NA,"Rudbeckia hirta var. pulcherrima",NA,"Asteraceae","Rudbeckia hirta","Volume 21"
"3269",NA,"Rudbeckia laciniata var. laciniata",NA,"Asteraceae","Rudbeckia laciniata","Volume 21"
"3270",NA,"Rudbeckia triloba var. triloba",NA,"Asteraceae","Rudbeckia triloba","Volume 21"
"3271",NA,"Rumex altissimus",NA,"Polygonaceae","Rumex sect. Axillares","Volume 5"
"3272",NA,"Rumex britannica",NA,"Polygonaceae","Rumex sect. Rumex","Volume 5"
"3273",NA,"Rumex fueginus",NA,"Polygonaceae","Rumex sect. Rumex","Volume 5"
"3274",NA,"Rumex occidentalis",NA,"Polygonaceae","Rumex sect. Rumex","Volume 5"
"3275",NA,"Rumex pallidus",NA,"Polygonaceae","Rumex sect. Axillares","Volume 5"
"3276",NA,"Rumex triangulivalvis",NA,"Polygonaceae","Rumex sect. Axillares","Volume 5"
"3277",NA,"Rumex verticillatus",NA,"Polygonaceae","Rumex sect. Axillares","Volume 5"
"3278",NA,"Ruppia maritima",NA,"Ruppiaceae","Ruppia","Volume 22"
"3279",NA,"Saelania glaucescens",NA,"Ditrichaceae","Saelania","Volume 27"
"3280",NA,"Sagittaria cristata",NA,"Alismataceae","Sagittaria","Volume 22"
"3281",NA,"Sagittaria cuneata",NA,"Alismataceae","Sagittaria","Volume 22"
"3282",NA,"Sagittaria engelmanniana",NA,"Alismataceae","Sagittaria","Volume 22"
"3283",NA,"Sagittaria graminea subsp. graminea",NA,"Alismataceae","Sagittaria graminea","Volume 22"
"3284",NA,"Sagittaria latifolia",NA,"Alismataceae","Sagittaria","Volume 22"
"3285",NA,"Sagittaria rigida",NA,"Alismataceae","Sagittaria","Volume 22"
"3286",NA,"Salicornia maritima",NA,"Chenopodiaceae","Salicornia","Volume 4"
"3287",NA,"Salicornia rubra",NA,"Chenopodiaceae","Salicornia","Volume 4"
"3288",NA,"Salix amygdaloides",NA,"Salicaceae","Salix sect. Humboldtianae","Volume 7"
"3289",NA,"Salix arbusculoides",NA,"Salicaceae","Salix sect. Arbuscella","Volume 7"
"3290",NA,"Salix arctica",NA,"Salicaceae","Salix sect. Diplodictyae","Volume 7"
"3291",NA,"Salix arctophila",NA,"Salicaceae","Salix sect. Myrtosalix","Volume 7"
"3292",NA,"Salix ballii",NA,"Salicaceae","Salix sect. Hastatae","Volume 7"
"3293",NA,"Salix bebbiana",NA,"Salicaceae","Salix sect. Fulvae","Volume 7"
"3294",NA,"Salix brachycarpa var. brachycarpa",NA,"Salicaceae","Salix brachycarpa","Volume undefined"
"3295",NA,"Salix calcicola var. calcicola",NA,"Salicaceae","Salix calcicola","Volume 7"
"3296",NA,"Salix candida",NA,"Salicaceae","Salix sect. Candidae","Volume 7"
"3297",NA,"Salix cordata",NA,"Salicaceae","Salix sect. Hastatae","Volume 7"
"3298",NA,"Salix discolor",NA,"Salicaceae","Salix sect. Cinerella","Volume 7"
"3299",NA,"Salix eriocephala",NA,"Salicaceae","Salix sect. Cordatae","Volume 7"
"3300",NA,"Salix famelica",NA,"Salicaceae","Salix sect. Cordatae","Volume 7"
"3301",NA,"Salix glauca var. cordifolia",NA,"Salicaceae","Salix glauca","Volume 7"
"3302",NA,"Salix humilis var. humilis",NA,"Salicaceae","Salix humilis","Volume 7"
"3303",NA,"Salix interior",NA,"Salicaceae","Salix subg. Longifoliae","Volume 7"
"3304",NA,"Salix lucida",NA,"Salicaceae","Salix sect. Salicaster","Volume 7"
"3305",NA,"Salix maccalliana",NA,"Salicaceae","Salix sect. Maccallianae","Volume 7"
"3306",NA,"Salix myricoides",NA,"Salicaceae","Salix sect. Hastatae","Volume 7"
"3307",NA,"Salix myrtillifolia",NA,"Salicaceae","Salix sect. Hastatae","Volume 7"
"3308",NA,"Salix nigra",NA,"Salicaceae","Salix sect. Humboldtianae","Volume 7"
"3309",NA,"Salix pedicellaris",NA,"Salicaceae","Salix sect. Myrtilloides","Volume 7"
"3310",NA,"Salix pellita",NA,"Salicaceae","Salix sect. Phylicifoliae","Volume 7"
"3311",NA,"Salix petiolaris",NA,"Salicaceae","Salix sect. Geyerianae","Volume 7"
"3312",NA,"Salix planifolia",NA,"Salicaceae","Salix sect. Phylicifoliae","Volume 7"
"3313",NA,"Salix pseudomonticola",NA,"Salicaceae","Salix sect. Hastatae","Volume 7"
"3314",NA,"Salix pseudomyrsinites",NA,"Salicaceae","Salix sect. Hastatae","Volume 7"
"3315",NA,"Salix pyrifolia",NA,"Salicaceae","Salix sect. Hastatae","Volume 7"
"3316",NA,"Salix reticulata",NA,"Salicaceae","Salix sect. Chamaetia","Volume 7"
"3317",NA,"Salix vestita",NA,"Salicaceae","Salix sect. Chamaetia","Volume 7"
"3318",NA,"Samolus parviflorus",NA,"Theophrastaceae","Samolus","Volume 8"
"3319",NA,"Sarmentypnum sarmentosum",NA,"Calliergonaceae","Sarmentypnum","Volume 28"
"3320",NA,"Sarracenia purpurea subsp. purpurea",NA,"Sarraceniaceae","Sarracenia purpurea","Volume 8"
"3321",NA,"Saxifraga aizoides",NA,"Saxifragaceae","Saxifraga","Volume 8"
"3322",NA,"Saxifraga cernua",NA,"Saxifragaceae","Saxifraga","Volume 8"
"3323",NA,"Saxifraga cespitosa",NA,"Saxifragaceae","Saxifraga","Volume 8"
"3324",NA,"Saxifraga hirculus",NA,"Saxifragaceae","Saxifraga","Volume 8"
"3325",NA,"Saxifraga oppositifolia subsp. oppositifolia",NA,"Saxifragaceae","Saxifraga oppositifolia","Volume 8"
"3326",NA,"Saxifraga paniculata",NA,"Saxifragaceae","Saxifraga","Volume 8"
"3327",NA,"Saxifraga tricuspidata",NA,"Saxifragaceae","Saxifraga","Volume 8"
"3328",NA,"Schedonorus",NA,"Poaceae","Poaceae tribe Poeae","Volume 24"
"3329",NA,"Schedonorus arundinaceus",NA,"Poaceae","Schedonorus","Volume 24"
"3330",NA,"Schedonorus giganteus",NA,"Poaceae","Schedonorus","Volume 24"
"3331",NA,"Schedonorus pratensis",NA,"Poaceae","Schedonorus","Volume 24"
"3332",NA,"Scheuchzeria palustris",NA,"Scheuchzeriaceae","Scheuchzeria","Volume 22"
"3333",NA,"Schistidium agassizii",NA,"Grimmiaceae","Schistidium","Volume 27"
"3334",NA,"Schistidium apocarpum",NA,"Grimmiaceae","Schistidium","Volume 27"
"3335",NA,"Schistidium boreale",NA,"Grimmiaceae","Schistidium","Volume 27"
"3336",NA,"Schistidium dupretii",NA,"Grimmiaceae","Schistidium","Volume 27"
"3337",NA,"Schistidium frigidum",NA,"Grimmiaceae","Schistidium","Volume 27"
"3338",NA,"Schistidium papillosum",NA,"Grimmiaceae","Schistidium","Volume 27"
"3339",NA,"Schistidium pulchrum",NA,"Grimmiaceae","Schistidium","Volume 27"
"3340",NA,"Schistidium rivulare",NA,"Grimmiaceae","Schistidium","Volume 27"
"3341",NA,"Schistidium robustum",NA,"Grimmiaceae","Schistidium","Volume 27"
"3342",NA,"Schistostega pennata",NA,"Schistostegaceae","Schistostega","Volume 27"
"3343",NA,"Schizachne",NA,"Poaceae","Poaceae tribe Meliceae","Volume 24"
"3344",NA,"Schizachne purpurascens",NA,"Poaceae","Schizachne","Volume 24"
"3345",NA,"Schizachyrium",NA,"Poaceae","Poaceae tribe Andropogoneae","Volume 25"
"3346",NA,"Schizachyrium scoparium",NA,"Poaceae","Schizachyrium","Volume 25"
"3347",NA,"Schizachyrium scoparium var. scoparium",NA,"Poaceae","Schizachyrium scoparium","Volume 25"
"3348",NA,"Schoenoplectus acutus var. acutus",NA,"Cyperaceae","Schoenoplectus acutus","Volume 23"
"3349",NA,"Schoenoplectus heterochaetus",NA,"Cyperaceae","Schoenoplectus sect. Schoenoplectus","Volume 23"
"3350",NA,"Schoenoplectus pungens",NA,"Cyperaceae","Schoenoplectus sect. Schoenoplectus","Volume 23"
"3351",NA,"Schoenoplectus purshianus var. purshianus",NA,"Cyperaceae","Schoenoplectus purshianus","Volume 23"
"3352",NA,"Schoenoplectus smithii var. setosus",NA,"Cyperaceae","Schoenoplectus smithii","Volume 23"
"3353",NA,"Schoenoplectus smithii var. smithii",NA,"Cyperaceae","Schoenoplectus smithii","Volume 23"
"3354",NA,"Schoenoplectus subterminalis",NA,"Cyperaceae","Schoenoplectus sect. Malacogeton","Volume 23"
"3355",NA,"Schoenoplectus tabernaemontani",NA,"Cyperaceae","Schoenoplectus sect. Schoenoplectus","Volume 23"
"3356",NA,"Schoenoplectus torreyi",NA,"Cyperaceae","Schoenoplectus sect. Malacogeton","Volume 23"
"3357",NA,"Scirpus atrocinctus",NA,"Cyperaceae","Scirpus","Volume 23"
"3358",NA,"Scirpus atrovirens",NA,"Cyperaceae","Scirpus","Volume 23"
"3359",NA,"Scirpus cyperinus",NA,"Cyperaceae","Scirpus","Volume 23"
"3360",NA,"Scirpus expansus",NA,"Cyperaceae","Scirpus","Volume 23"
"3361",NA,"Scirpus hattorianus",NA,"Cyperaceae","Scirpus","Volume 23"
"3362",NA,"Scirpus microcarpus",NA,"Cyperaceae","Scirpus","Volume 23"
"3363",NA,"Scirpus pallidus",NA,"Cyperaceae","Scirpus","Volume 23"
"3364",NA,"Scirpus pedicellatus",NA,"Cyperaceae","Scirpus","Volume 23"
"3365",NA,"Sciuro-hypnum curtum",NA,"Brachytheciaceae","Sciuro-hypnum","Volume 28"
"3366",NA,"Sciuro-hypnum populeum",NA,"Brachytheciaceae","Sciuro-hypnum","Volume 28"
"3367",NA,"Sciuro-hypnum starkei",NA,"Brachytheciaceae","Sciuro-hypnum","Volume 28"
"3368",NA,"Scleria pauciflora var. pauciflora",NA,"Cyperaceae","Scleria pauciflora","Volume 23"
"3369",NA,"Scleria triglomerata",NA,"Cyperaceae","Scleria","Volume 23"
"3370",NA,"Scleria verticillata",NA,"Cyperaceae","Scleria","Volume 23"
"3371",NA,"Sclerochloa",NA,"Poaceae","Poaceae tribe Poeae","Volume 24"
"3372",NA,"Sclerochloa dura",NA,"Poaceae","Sclerochloa","Volume 24"
"3373",NA,"Secale",NA,"Poaceae","Poaceae tribe Triticeae","Volume 24"
"3374",NA,"Secale cereale",NA,"Poaceae","Secale","Volume 24"
"3375",NA,"Secale strictum",NA,"Poaceae","Secale","Volume 24"
"3376",NA,"Sedum acre",NA,"Crassulaceae","Sedum","Volume 8"
"3377",NA,"Sedum ternatum",NA,"Crassulaceae","Sedum","Volume 8"
"3378",NA,"Selaginella densa",NA,"Selaginellaceae","Selaginella subg. Tetragonostachys","Volume 2"
"3379",NA,"Selaginella eclipes",NA,"Selaginellaceae","Selaginella subg. Stachygynandrum","Volume 2"
"3380",NA,"Selaginella rupestris",NA,"Selaginellaceae","Selaginella subg. Tetragonostachys","Volume 2"
"3381",NA,"Selaginella selaginoides",NA,"Selaginellaceae","Selaginella subg. Selaginella","Volume 2"
"3382",NA,"Seligeria calcarea",NA,"Seligeriaceae","Seligeria","Volume 27"
"3383",NA,"Seligeria campylopoda",NA,"Seligeriaceae","Seligeria","Volume 27"
"3384",NA,"Seligeria donniana",NA,"Seligeriaceae","Seligeria","Volume 27"
"3385",NA,"Seligeria recurvata",NA,"Seligeriaceae","Seligeria","Volume 27"
"3386",NA,"Senecio eremophilus var. eremophilus",NA,"Asteraceae","Senecio eremophilus","Volume 20"
"3387",NA,"Setaria",NA,"Poaceae","Poaceae tribe Paniceae","Volume 25"
"3388",NA,"Setaria adhaerans",NA,"Poaceae","Setaria subg. Setaria","Volume 25"
"3389",NA,"Setaria chapmanii",NA,"Poaceae","Setaria subg. Paurochaetium","Volume 25"
"3390",NA,"Setaria faberi",NA,"Poaceae","Setaria subg. Setaria","Volume 25"
"3391",NA,"Setaria italica",NA,"Poaceae","Setaria subg. Setaria","Volume 25"
"3392",NA,"Setaria pumila",NA,"Poaceae","Setaria subg. Setaria","Volume 25"
"3393",NA,"Setaria pumila subsp. pallidefusca",NA,"Poaceae","Setaria pumila","Volume 25"
"3394",NA,"Setaria pumila subsp. pumila",NA,"Poaceae","Setaria pumila","Volume 25"
"3395",NA,"Setaria subg. Paurochaetium",NA,"Poaceae","Setaria","Volume 25"
"3396",NA,"Setaria subg. Ptychophyllum",NA,"Poaceae","Setaria","Volume 25"
"3397",NA,"Setaria subg. Reverchoniae",NA,"Poaceae","Setaria","Volume 25"
"3398",NA,"Setaria subg. Setaria",NA,"Poaceae","Setaria","Volume 25"
"3399",NA,"Setaria verticillata",NA,"Poaceae","Setaria subg. Setaria","Volume 25"
"3400",NA,"Setaria viridis",NA,"Poaceae","Setaria subg. Setaria","Volume 25"
"3401",NA,"Setaria viridis var. viridis",NA,"Poaceae","Setaria viridis","Volume 25"
"3402",NA,"Silphium integrifolium var. laeve",NA,"Asteraceae","Silphium integrifolium","Volume 21"
"3403",NA,"Silphium laciniatum",NA,"Asteraceae","Silphium","Volume 21"
"3404",NA,"Silphium perfoliatum var. perfoliatum",NA,"Asteraceae","Silphium perfoliatum","Volume 21"
"3405",NA,"Silphium terebinthinaceum var. terebinthinaceum",NA,"Asteraceae","Silphium terebinthinaceum","Volume 21"
"3406",NA,"Sisyrinchium albidum",NA,"Iridaceae","Sisyrinchium","Volume 26"
"3407",NA,"Sisyrinchium angustifolium",NA,"Iridaceae","Sisyrinchium","Volume 26"
"3408",NA,"Sisyrinchium montanum var. crebrum",NA,"Iridaceae","Sisyrinchium montanum","Volume 26"
"3409",NA,"Sisyrinchium montanum var. montanum",NA,"Iridaceae","Sisyrinchium montanum","Volume 26"
"3410",NA,"Sisyrinchium mucronatum",NA,"Iridaceae","Sisyrinchium","Volume 26"
"3411",NA,"Smilax ecirrata",NA,"Smilacaceae","Smilax","Volume 26"
"3412",NA,"Smilax herbacea",NA,"Smilacaceae","Smilax","Volume 26"
"3413",NA,"Smilax illinoensis",NA,"Smilacaceae","Smilax","Volume 26"
"3414",NA,"Smilax lasioneura",NA,"Smilacaceae","Smilax","Volume 26"
"3415",NA,"Smilax rotundifolia",NA,"Smilacaceae","Smilax","Volume 26"
"3416",NA,"Smilax tamnoides",NA,"Smilacaceae","Smilax","Volume 26"
"3417",NA,"Solidago altissima subsp. altissima",NA,"Asteraceae","Solidago altissima","Volume 20"
"3418",NA,"Solidago altissima subsp. gilvocanescens",NA,"Asteraceae","Solidago altissima","Volume 20"
"3419",NA,"Solidago arguta var. arguta",NA,"Asteraceae","Solidago arguta","Volume 20"
"3420",NA,"Solidago bicolor",NA,"Asteraceae","Solidago subsect. Squarrosae","Volume 20"
"3421",NA,"Solidago caesia var. caesia",NA,"Asteraceae","Solidago caesia","Volume 20"
"3422",NA,"Solidago flexicaulis",NA,"Asteraceae","Solidago subsect. Glomeruliflorae","Volume 20"
"3423",NA,"Solidago gigantea",NA,"Asteraceae","Solidago subsect. Triplinerviae","Volume 20"
"3424",NA,"Solidago hispida",NA,"Asteraceae","Solidago subsect. Squarrosae","Volume 20"
"3425",NA,"Solidago houghtonii",NA,"Asteraceae","Solidago sect. Ptarmicoidei","Volume 20"
"3426",NA,"Solidago juncea",NA,"Asteraceae","Solidago subsect. Junceae","Volume 20"
"3427",NA,"Solidago lepida var. lepida",NA,"Asteraceae","Solidago lepida","Volume 20"
"3428",NA,"Solidago macrophylla",NA,"Asteraceae","Solidago subsect. Glomeruliflorae","Volume 20"
"3429",NA,"Solidago missouriensis",NA,"Asteraceae","Solidago subsect. Junceae","Volume 20"
"3430",NA,"Solidago multiradiata",NA,"Asteraceae","Solidago subsect. Multiradiatae","Volume 20"
"3431",NA,"Solidago nemoralis subsp. decemflora",NA,"Asteraceae","Solidago nemoralis","Volume 20"
"3432",NA,"Solidago nemoralis subsp. nemoralis",NA,"Asteraceae","Solidago nemoralis","Volume 20"
"3433",NA,"Solidago ohioensis",NA,"Asteraceae","Solidago sect. Ptarmicoidei","Volume 20"
"3434",NA,"Solidago ptarmicoides",NA,"Asteraceae","Solidago sect. Ptarmicoidei","Volume 20"
"3435",NA,"Solidago puberula subsp. puberula",NA,"Asteraceae","Solidago puberula","Volume 20"
"3436",NA,"Solidago riddellii",NA,"Asteraceae","Solidago sect. Ptarmicoidei","Volume 20"
"3437",NA,"Solidago rigida subsp. humilis",NA,"Asteraceae","Solidago rigida","Volume 20"
"3438",NA,"Solidago rigida subsp. rigida",NA,"Asteraceae","Solidago rigida","Volume 20"
"3439",NA,"Solidago rugosa var. aspera",NA,"Asteraceae","Solidago rugosa subsp. aspera","Volume 20"
"3440",NA,"Solidago rugosa var. rugosa",NA,"Asteraceae","Solidago rugosa subsp. rugosa","Volume 20"
"3441",NA,"Solidago sempervirens subsp. sempervirens",NA,"Asteraceae","Solidago sempervirens","Volume 20"
"3442",NA,"Solidago simplex var. gillmanii",NA,"Asteraceae","Solidago simplex","Volume 20"
"3443",NA,"Solidago simplex var. ontarioensis",NA,"Asteraceae","Solidago simplex","Volume 20"
"3444",NA,"Solidago simplex var. simplex",NA,"Asteraceae","Solidago simplex","Volume 20"
"3445",NA,"Solidago speciosa var. rigidiuscula",NA,"Asteraceae","Solidago speciosa","Volume 20"
"3446",NA,"Solidago squarrosa",NA,"Asteraceae","Solidago subsect. Squarrosae","Volume 20"
"3447",NA,"Solidago uliginosa",NA,"Asteraceae","Solidago subsect. Maritimae","Volume 20"
"3448",NA,"Solidago ulmifolia var. ulmifolia",NA,"Asteraceae","Solidago ulmifolia","Volume 20"
"3449",NA,"Sorghastrum",NA,"Poaceae","Poaceae tribe Andropogoneae","Volume 25"
"3450",NA,"Sorghastrum nutans",NA,"Poaceae","Sorghastrum","Volume 25"
"3451",NA,"Sorghum",NA,"Poaceae","Poaceae tribe Andropogoneae","Volume 25"
"3452",NA,"Sorghum bicolor",NA,"Poaceae","Sorghum","Volume 25"
"3453",NA,"Sorghum bicolor subsp. arundinaceum",NA,"Poaceae","Sorghum bicolor","Volume 25"
"3454",NA,"Sorghum bicolor subsp. bicolor",NA,"Poaceae","Sorghum bicolor","Volume 25"
"3455",NA,"Sorghum bicolor subsp. ×drummondii",NA,"Poaceae","Sorghum bicolor","Volume 25"
"3456",NA,"Sorghum halepense",NA,"Poaceae","Sorghum","Volume 25"
"3457",NA,"Sparganium americanum",NA,"Sparganiaceae","Sparganium","Volume 22"
"3458",NA,"Sparganium androcladum",NA,"Sparganiaceae","Sparganium","Volume 22"
"3459",NA,"Sparganium angustifolium",NA,"Sparganiaceae","Sparganium","Volume 22"
"3460",NA,"Sparganium emersum",NA,"Sparganiaceae","Sparganium","Volume 22"
"3461",NA,"Sparganium eurycarpum",NA,"Sparganiaceae","Sparganium","Volume 22"
"3462",NA,"Sparganium fluctuans",NA,"Sparganiaceae","Sparganium","Volume 22"
"3463",NA,"Sparganium glomeratum",NA,"Sparganiaceae","Sparganium","Volume 22"
"3464",NA,"Sparganium hyperboreum",NA,"Sparganiaceae","Sparganium","Volume 22"
"3465",NA,"Sparganium natans",NA,"Sparganiaceae","Sparganium","Volume 22"
"3466",NA,"Spartina",NA,"Poaceae","Poaceae tribe Cynodonteae","Volume 25"
"3467",NA,"Spartina patens",NA,"Poaceae","Spartina","Volume 25"
"3468",NA,"Spartina pectinata",NA,"Poaceae","Spartina","Volume 25"
"3469",NA,"Spergularia canadensis var. canadensis",NA,"Caryophyllaceae","Spergularia canadensis","Volume 5"
"3470",NA,"Spergularia salina",NA,"Caryophyllaceae","Spergularia","Volume 5"
"3471",NA,"Sphagnum angustifolium",NA,"Sphagnaceae","Sphagnum sect. Cuspidata","Volume 27"
"3472",NA,"Sphagnum annulatum",NA,"Sphagnaceae","Sphagnum sect. Cuspidata","Volume 27"
"3473",NA,"Sphagnum balticum",NA,"Sphagnaceae","Sphagnum sect. Cuspidata","Volume 27"
"3474",NA,"Sphagnum capillifolium",NA,"Sphagnaceae","Sphagnum sect. Acutifolia","Volume 27"
"3475",NA,"Sphagnum centrale",NA,"Sphagnaceae","Sphagnum sect. Sphagnum","Volume 27"
"3476",NA,"Sphagnum compactum",NA,"Sphagnaceae","Sphagnum sect. Rigida","Volume 27"
"3477",NA,"Sphagnum contortum",NA,"Sphagnaceae","Sphagnum sect. Subsecunda","Volume 27"
"3478",NA,"Sphagnum cuspidatum",NA,"Sphagnaceae","Sphagnum sect. Cuspidata","Volume 27"
"3479",NA,"Sphagnum fallax",NA,"Sphagnaceae","Sphagnum sect. Cuspidata","Volume 27"
"3480",NA,"Sphagnum fimbriatum subsp. fimbriatum",NA,"Sphagnaceae","Sphagnum fimbriatum","Volume 27"
